"region","bygningstype","statistikkvariabel","år","value"
"Telemark","Andre bygningstyper","Boliger (bebodde og ubebodde)","2006",2455
"Telemark","Andre bygningstyper","Boliger (bebodde og ubebodde)","2007",2484
"Telemark","Andre bygningstyper","Boliger (bebodde og ubebodde)","2008",2563
"Telemark","Andre bygningstyper","Boliger (bebodde og ubebodde)","2009",2626
"Telemark","Andre bygningstyper","Boliger (bebodde og ubebodde)","2010",2681
"Telemark","Andre bygningstyper","Boliger (bebodde og ubebodde)","2011",2887
"Telemark","Andre bygningstyper","Boliger (bebodde og ubebodde)","2012",3066
"Telemark","Andre bygningstyper","Boliger (bebodde og ubebodde)","2013",3085
"Telemark","Andre bygningstyper","Boliger (bebodde og ubebodde)","2014",3072
"Telemark","Andre bygningstyper","Boliger (bebodde og ubebodde)","2015",3102
"Telemark","Andre bygningstyper","Boliger (bebodde og ubebodde)","2016",3111
"Telemark","Andre bygningstyper","Boliger (bebodde og ubebodde)","2017",3193
"Telemark","Andre bygningstyper","Boliger (bebodde og ubebodde)","2018",3218
"Telemark","Andre bygningstyper","Boliger (bebodde og ubebodde)","2019",3279
"Telemark","Boligblokk","Boliger (bebodde og ubebodde)","2006",8363
"Telemark","Boligblokk","Boliger (bebodde og ubebodde)","2007",8602
"Telemark","Boligblokk","Boliger (bebodde og ubebodde)","2008",8920
"Telemark","Boligblokk","Boliger (bebodde og ubebodde)","2009",9097
"Telemark","Boligblokk","Boliger (bebodde og ubebodde)","2010",9200
"Telemark","Boligblokk","Boliger (bebodde og ubebodde)","2011",9291
"Telemark","Boligblokk","Boliger (bebodde og ubebodde)","2012",9407
"Telemark","Boligblokk","Boliger (bebodde og ubebodde)","2013",9565
"Telemark","Boligblokk","Boliger (bebodde og ubebodde)","2014",9735
"Telemark","Boligblokk","Boliger (bebodde og ubebodde)","2015",9966
"Telemark","Boligblokk","Boliger (bebodde og ubebodde)","2016",10101
"Telemark","Boligblokk","Boliger (bebodde og ubebodde)","2017",10142
"Telemark","Boligblokk","Boliger (bebodde og ubebodde)","2018",10379
"Telemark","Boligblokk","Boliger (bebodde og ubebodde)","2019",10528
"Telemark","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2006",1659
"Telemark","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2007",1665
"Telemark","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2008",1684
"Telemark","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2009",1713
"Telemark","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2010",1715
"Telemark","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2011",1746
"Telemark","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2012",1772
"Telemark","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2013",1780
"Telemark","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2014",1794
"Telemark","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2015",1803
"Telemark","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2016",1869
"Telemark","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2017",1905
"Telemark","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2018",1892
"Telemark","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2019",1984
"Telemark","Enebolig","Boliger (bebodde og ubebodde)","2006",54832
"Telemark","Enebolig","Boliger (bebodde og ubebodde)","2007",54740
"Telemark","Enebolig","Boliger (bebodde og ubebodde)","2008",54570
"Telemark","Enebolig","Boliger (bebodde og ubebodde)","2009",54765
"Telemark","Enebolig","Boliger (bebodde og ubebodde)","2010",55094
"Telemark","Enebolig","Boliger (bebodde og ubebodde)","2011",55231
"Telemark","Enebolig","Boliger (bebodde og ubebodde)","2012",55193
"Telemark","Enebolig","Boliger (bebodde og ubebodde)","2013",55456
"Telemark","Enebolig","Boliger (bebodde og ubebodde)","2014",55733
"Telemark","Enebolig","Boliger (bebodde og ubebodde)","2015",55936
"Telemark","Enebolig","Boliger (bebodde og ubebodde)","2016",56119
"Telemark","Enebolig","Boliger (bebodde og ubebodde)","2017",56333
"Telemark","Enebolig","Boliger (bebodde og ubebodde)","2018",56489
"Telemark","Enebolig","Boliger (bebodde og ubebodde)","2019",56654
"Telemark","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2006",7612
"Telemark","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2007",7857
"Telemark","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2008",8052
"Telemark","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2009",8157
"Telemark","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2010",8214
"Telemark","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2011",8267
"Telemark","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2012",8506
"Telemark","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2013",8427
"Telemark","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2014",8516
"Telemark","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2015",8582
"Telemark","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2016",8648
"Telemark","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2017",8764
"Telemark","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2018",8961
"Telemark","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2019",9106
"Telemark","Tomannsbolig","Boliger (bebodde og ubebodde)","2006",5525
"Telemark","Tomannsbolig","Boliger (bebodde og ubebodde)","2007",5781
"Telemark","Tomannsbolig","Boliger (bebodde og ubebodde)","2008",5863
"Telemark","Tomannsbolig","Boliger (bebodde og ubebodde)","2009",5996
"Telemark","Tomannsbolig","Boliger (bebodde og ubebodde)","2010",6081
"Telemark","Tomannsbolig","Boliger (bebodde og ubebodde)","2011",6179
"Telemark","Tomannsbolig","Boliger (bebodde og ubebodde)","2012",6313
"Telemark","Tomannsbolig","Boliger (bebodde og ubebodde)","2013",6373
"Telemark","Tomannsbolig","Boliger (bebodde og ubebodde)","2014",6475
"Telemark","Tomannsbolig","Boliger (bebodde og ubebodde)","2015",6572
"Telemark","Tomannsbolig","Boliger (bebodde og ubebodde)","2016",6648
"Telemark","Tomannsbolig","Boliger (bebodde og ubebodde)","2017",6748
"Telemark","Tomannsbolig","Boliger (bebodde og ubebodde)","2018",6854
"Telemark","Tomannsbolig","Boliger (bebodde og ubebodde)","2019",6910
"Troms - Romsa","Andre bygningstyper","Boliger (bebodde og ubebodde)","2006",1520
"Troms - Romsa","Andre bygningstyper","Boliger (bebodde og ubebodde)","2007",1483
"Troms - Romsa","Andre bygningstyper","Boliger (bebodde og ubebodde)","2008",1541
"Troms - Romsa","Andre bygningstyper","Boliger (bebodde og ubebodde)","2009",1539
"Troms - Romsa","Andre bygningstyper","Boliger (bebodde og ubebodde)","2010",1518
"Troms - Romsa","Andre bygningstyper","Boliger (bebodde og ubebodde)","2011",1558
"Troms - Romsa","Andre bygningstyper","Boliger (bebodde og ubebodde)","2012",1995
"Troms - Romsa","Andre bygningstyper","Boliger (bebodde og ubebodde)","2013",2046
"Troms - Romsa","Andre bygningstyper","Boliger (bebodde og ubebodde)","2014",2085
"Troms - Romsa","Andre bygningstyper","Boliger (bebodde og ubebodde)","2015",2053
"Troms - Romsa","Andre bygningstyper","Boliger (bebodde og ubebodde)","2016",2169
"Troms - Romsa","Andre bygningstyper","Boliger (bebodde og ubebodde)","2017",2247
"Troms - Romsa","Andre bygningstyper","Boliger (bebodde og ubebodde)","2018",2272
"Troms - Romsa","Andre bygningstyper","Boliger (bebodde og ubebodde)","2019",2330
"Troms - Romsa","Boligblokk","Boliger (bebodde og ubebodde)","2006",8154
"Troms - Romsa","Boligblokk","Boliger (bebodde og ubebodde)","2007",7986
"Troms - Romsa","Boligblokk","Boliger (bebodde og ubebodde)","2008",8635
"Troms - Romsa","Boligblokk","Boliger (bebodde og ubebodde)","2009",9276
"Troms - Romsa","Boligblokk","Boliger (bebodde og ubebodde)","2010",9632
"Troms - Romsa","Boligblokk","Boliger (bebodde og ubebodde)","2011",9652
"Troms - Romsa","Boligblokk","Boliger (bebodde og ubebodde)","2012",9704
"Troms - Romsa","Boligblokk","Boliger (bebodde og ubebodde)","2013",9917
"Troms - Romsa","Boligblokk","Boliger (bebodde og ubebodde)","2014",10074
"Troms - Romsa","Boligblokk","Boliger (bebodde og ubebodde)","2015",10467
"Troms - Romsa","Boligblokk","Boliger (bebodde og ubebodde)","2016",10904
"Troms - Romsa","Boligblokk","Boliger (bebodde og ubebodde)","2017",11401
"Troms - Romsa","Boligblokk","Boliger (bebodde og ubebodde)","2018",11989
"Troms - Romsa","Boligblokk","Boliger (bebodde og ubebodde)","2019",12730
"Troms - Romsa","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2006",6360
"Troms - Romsa","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2007",2042
"Troms - Romsa","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2008",2052
"Troms - Romsa","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2009",2172
"Troms - Romsa","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2010",2155
"Troms - Romsa","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2011",2272
"Troms - Romsa","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2012",2317
"Troms - Romsa","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2013",2356
"Troms - Romsa","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2014",2819
"Troms - Romsa","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2015",2822
"Troms - Romsa","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2016",2854
"Troms - Romsa","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2017",3063
"Troms - Romsa","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2018",3370
"Troms - Romsa","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2019",3460
"Troms - Romsa","Enebolig","Boliger (bebodde og ubebodde)","2006",51378
"Troms - Romsa","Enebolig","Boliger (bebodde og ubebodde)","2007",51724
"Troms - Romsa","Enebolig","Boliger (bebodde og ubebodde)","2008",51708
"Troms - Romsa","Enebolig","Boliger (bebodde og ubebodde)","2009",51456
"Troms - Romsa","Enebolig","Boliger (bebodde og ubebodde)","2010",51718
"Troms - Romsa","Enebolig","Boliger (bebodde og ubebodde)","2011",51767
"Troms - Romsa","Enebolig","Boliger (bebodde og ubebodde)","2012",51896
"Troms - Romsa","Enebolig","Boliger (bebodde og ubebodde)","2013",52102
"Troms - Romsa","Enebolig","Boliger (bebodde og ubebodde)","2014",52407
"Troms - Romsa","Enebolig","Boliger (bebodde og ubebodde)","2015",52569
"Troms - Romsa","Enebolig","Boliger (bebodde og ubebodde)","2016",52760
"Troms - Romsa","Enebolig","Boliger (bebodde og ubebodde)","2017",52815
"Troms - Romsa","Enebolig","Boliger (bebodde og ubebodde)","2018",53016
"Troms - Romsa","Enebolig","Boliger (bebodde og ubebodde)","2019",53145
"Troms - Romsa","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2006",8779
"Troms - Romsa","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2007",8807
"Troms - Romsa","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2008",8927
"Troms - Romsa","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2009",8897
"Troms - Romsa","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2010",9050
"Troms - Romsa","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2011",9078
"Troms - Romsa","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2012",9164
"Troms - Romsa","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2013",9095
"Troms - Romsa","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2014",9347
"Troms - Romsa","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2015",9417
"Troms - Romsa","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2016",9583
"Troms - Romsa","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2017",9722
"Troms - Romsa","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2018",9856
"Troms - Romsa","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2019",9994
"Troms - Romsa","Tomannsbolig","Boliger (bebodde og ubebodde)","2006",4329
"Troms - Romsa","Tomannsbolig","Boliger (bebodde og ubebodde)","2007",6485
"Troms - Romsa","Tomannsbolig","Boliger (bebodde og ubebodde)","2008",6581
"Troms - Romsa","Tomannsbolig","Boliger (bebodde og ubebodde)","2009",6595
"Troms - Romsa","Tomannsbolig","Boliger (bebodde og ubebodde)","2010",6666
"Troms - Romsa","Tomannsbolig","Boliger (bebodde og ubebodde)","2011",6721
"Troms - Romsa","Tomannsbolig","Boliger (bebodde og ubebodde)","2012",6694
"Troms - Romsa","Tomannsbolig","Boliger (bebodde og ubebodde)","2013",6709
"Troms - Romsa","Tomannsbolig","Boliger (bebodde og ubebodde)","2014",6783
"Troms - Romsa","Tomannsbolig","Boliger (bebodde og ubebodde)","2015",6860
"Troms - Romsa","Tomannsbolig","Boliger (bebodde og ubebodde)","2016",6925
"Troms - Romsa","Tomannsbolig","Boliger (bebodde og ubebodde)","2017",7058
"Troms - Romsa","Tomannsbolig","Boliger (bebodde og ubebodde)","2018",7166
"Troms - Romsa","Tomannsbolig","Boliger (bebodde og ubebodde)","2019",7247
"Trøndelag","Andre bygningstyper","Boliger (bebodde og ubebodde)","2006",3830
"Trøndelag","Andre bygningstyper","Boliger (bebodde og ubebodde)","2007",3794
"Trøndelag","Andre bygningstyper","Boliger (bebodde og ubebodde)","2008",3770
"Trøndelag","Andre bygningstyper","Boliger (bebodde og ubebodde)","2009",3807
"Trøndelag","Andre bygningstyper","Boliger (bebodde og ubebodde)","2010",4041
"Trøndelag","Andre bygningstyper","Boliger (bebodde og ubebodde)","2011",4208
"Trøndelag","Andre bygningstyper","Boliger (bebodde og ubebodde)","2012",4482
"Trøndelag","Andre bygningstyper","Boliger (bebodde og ubebodde)","2013",4608
"Trøndelag","Andre bygningstyper","Boliger (bebodde og ubebodde)","2014",4557
"Trøndelag","Andre bygningstyper","Boliger (bebodde og ubebodde)","2015",4695
"Trøndelag","Andre bygningstyper","Boliger (bebodde og ubebodde)","2016",4795
"Trøndelag","Andre bygningstyper","Boliger (bebodde og ubebodde)","2017",5005
"Trøndelag","Andre bygningstyper","Boliger (bebodde og ubebodde)","2018",5113
"Trøndelag","Andre bygningstyper","Boliger (bebodde og ubebodde)","2019",5323
"Trøndelag","Boligblokk","Boliger (bebodde og ubebodde)","2006",36112
"Trøndelag","Boligblokk","Boliger (bebodde og ubebodde)","2007",37897
"Trøndelag","Boligblokk","Boliger (bebodde og ubebodde)","2008",40323
"Trøndelag","Boligblokk","Boliger (bebodde og ubebodde)","2009",41199
"Trøndelag","Boligblokk","Boliger (bebodde og ubebodde)","2010",41602
"Trøndelag","Boligblokk","Boliger (bebodde og ubebodde)","2011",41896
"Trøndelag","Boligblokk","Boliger (bebodde og ubebodde)","2012",42179
"Trøndelag","Boligblokk","Boliger (bebodde og ubebodde)","2013",43194
"Trøndelag","Boligblokk","Boliger (bebodde og ubebodde)","2014",44695
"Trøndelag","Boligblokk","Boliger (bebodde og ubebodde)","2015",46110
"Trøndelag","Boligblokk","Boliger (bebodde og ubebodde)","2016",47821
"Trøndelag","Boligblokk","Boliger (bebodde og ubebodde)","2017",49685
"Trøndelag","Boligblokk","Boliger (bebodde og ubebodde)","2018",51578
"Trøndelag","Boligblokk","Boliger (bebodde og ubebodde)","2019",53874
"Trøndelag","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2006",21313
"Trøndelag","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2007",7333
"Trøndelag","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2008",7554
"Trøndelag","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2009",7747
"Trøndelag","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2010",7296
"Trøndelag","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2011",7922
"Trøndelag","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2012",8123
"Trøndelag","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2013",8228
"Trøndelag","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2014",8950
"Trøndelag","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2015",9010
"Trøndelag","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2016",9224
"Trøndelag","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2017",9693
"Trøndelag","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2018",9675
"Trøndelag","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2019",9744
"Trøndelag","Enebolig","Boliger (bebodde og ubebodde)","2006",106776
"Trøndelag","Enebolig","Boliger (bebodde og ubebodde)","2007",107194
"Trøndelag","Enebolig","Boliger (bebodde og ubebodde)","2008",107203
"Trøndelag","Enebolig","Boliger (bebodde og ubebodde)","2009",107736
"Trøndelag","Enebolig","Boliger (bebodde og ubebodde)","2010",108343
"Trøndelag","Enebolig","Boliger (bebodde og ubebodde)","2011",108472
"Trøndelag","Enebolig","Boliger (bebodde og ubebodde)","2012",108944
"Trøndelag","Enebolig","Boliger (bebodde og ubebodde)","2013",109641
"Trøndelag","Enebolig","Boliger (bebodde og ubebodde)","2014",110475
"Trøndelag","Enebolig","Boliger (bebodde og ubebodde)","2015",111212
"Trøndelag","Enebolig","Boliger (bebodde og ubebodde)","2016",111903
"Trøndelag","Enebolig","Boliger (bebodde og ubebodde)","2017",112843
"Trøndelag","Enebolig","Boliger (bebodde og ubebodde)","2018",113410
"Trøndelag","Enebolig","Boliger (bebodde og ubebodde)","2019",114609
"Trøndelag","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2006",22150
"Trøndelag","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2007",22485
"Trøndelag","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2008",23006
"Trøndelag","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2009",23434
"Trøndelag","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2010",23695
"Trøndelag","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2011",23896
"Trøndelag","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2012",24290
"Trøndelag","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2013",24877
"Trøndelag","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2014",25267
"Trøndelag","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2015",25624
"Trøndelag","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2016",25942
"Trøndelag","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2017",26475
"Trøndelag","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2018",27050
"Trøndelag","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2019",27509
"Trøndelag","Tomannsbolig","Boliger (bebodde og ubebodde)","2006",21313
"Trøndelag","Tomannsbolig","Boliger (bebodde og ubebodde)","2007",21422
"Trøndelag","Tomannsbolig","Boliger (bebodde og ubebodde)","2008",21714
"Trøndelag","Tomannsbolig","Boliger (bebodde og ubebodde)","2009",21751
"Trøndelag","Tomannsbolig","Boliger (bebodde og ubebodde)","2010",21746
"Trøndelag","Tomannsbolig","Boliger (bebodde og ubebodde)","2011",21783
"Trøndelag","Tomannsbolig","Boliger (bebodde og ubebodde)","2012",21954
"Trøndelag","Tomannsbolig","Boliger (bebodde og ubebodde)","2013",22092
"Trøndelag","Tomannsbolig","Boliger (bebodde og ubebodde)","2014",22225
"Trøndelag","Tomannsbolig","Boliger (bebodde og ubebodde)","2015",22352
"Trøndelag","Tomannsbolig","Boliger (bebodde og ubebodde)","2016",22538
"Trøndelag","Tomannsbolig","Boliger (bebodde og ubebodde)","2017",22667
"Trøndelag","Tomannsbolig","Boliger (bebodde og ubebodde)","2018",22748
"Trøndelag","Tomannsbolig","Boliger (bebodde og ubebodde)","2019",22988
"Vest-Agder","Andre bygningstyper","Boliger (bebodde og ubebodde)","2006",2891
"Vest-Agder","Andre bygningstyper","Boliger (bebodde og ubebodde)","2007",2920
"Vest-Agder","Andre bygningstyper","Boliger (bebodde og ubebodde)","2008",2861
"Vest-Agder","Andre bygningstyper","Boliger (bebodde og ubebodde)","2009",2295
"Vest-Agder","Andre bygningstyper","Boliger (bebodde og ubebodde)","2010",2185
"Vest-Agder","Andre bygningstyper","Boliger (bebodde og ubebodde)","2011",2108
"Vest-Agder","Andre bygningstyper","Boliger (bebodde og ubebodde)","2012",2416
"Vest-Agder","Andre bygningstyper","Boliger (bebodde og ubebodde)","2013",2878
"Vest-Agder","Andre bygningstyper","Boliger (bebodde og ubebodde)","2014",2923
"Vest-Agder","Andre bygningstyper","Boliger (bebodde og ubebodde)","2015",3056
"Vest-Agder","Andre bygningstyper","Boliger (bebodde og ubebodde)","2016",3037
"Vest-Agder","Andre bygningstyper","Boliger (bebodde og ubebodde)","2017",3070
"Vest-Agder","Andre bygningstyper","Boliger (bebodde og ubebodde)","2018",3104
"Vest-Agder","Andre bygningstyper","Boliger (bebodde og ubebodde)","2019",3182
"Vest-Agder","Boligblokk","Boliger (bebodde og ubebodde)","2006",9464
"Vest-Agder","Boligblokk","Boliger (bebodde og ubebodde)","2007",10198
"Vest-Agder","Boligblokk","Boliger (bebodde og ubebodde)","2008",10793
"Vest-Agder","Boligblokk","Boliger (bebodde og ubebodde)","2009",11561
"Vest-Agder","Boligblokk","Boliger (bebodde og ubebodde)","2010",11995
"Vest-Agder","Boligblokk","Boliger (bebodde og ubebodde)","2011",11961
"Vest-Agder","Boligblokk","Boliger (bebodde og ubebodde)","2012",12230
"Vest-Agder","Boligblokk","Boliger (bebodde og ubebodde)","2013",12038
"Vest-Agder","Boligblokk","Boliger (bebodde og ubebodde)","2014",12441
"Vest-Agder","Boligblokk","Boliger (bebodde og ubebodde)","2015",12998
"Vest-Agder","Boligblokk","Boliger (bebodde og ubebodde)","2016",13479
"Vest-Agder","Boligblokk","Boliger (bebodde og ubebodde)","2017",14032
"Vest-Agder","Boligblokk","Boliger (bebodde og ubebodde)","2018",14628
"Vest-Agder","Boligblokk","Boliger (bebodde og ubebodde)","2019",15249
"Vest-Agder","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2006",1474
"Vest-Agder","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2007",1474
"Vest-Agder","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2008",1444
"Vest-Agder","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2009",1471
"Vest-Agder","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2010",1554
"Vest-Agder","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2011",1749
"Vest-Agder","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2012",2027
"Vest-Agder","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2013",2007
"Vest-Agder","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2014",2047
"Vest-Agder","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2015",2061
"Vest-Agder","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2016",2317
"Vest-Agder","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2017",2372
"Vest-Agder","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2018",2366
"Vest-Agder","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2019",2290
"Vest-Agder","Enebolig","Boliger (bebodde og ubebodde)","2006",44229
"Vest-Agder","Enebolig","Boliger (bebodde og ubebodde)","2007",44494
"Vest-Agder","Enebolig","Boliger (bebodde og ubebodde)","2008",44677
"Vest-Agder","Enebolig","Boliger (bebodde og ubebodde)","2009",44955
"Vest-Agder","Enebolig","Boliger (bebodde og ubebodde)","2010",45417
"Vest-Agder","Enebolig","Boliger (bebodde og ubebodde)","2011",45842
"Vest-Agder","Enebolig","Boliger (bebodde og ubebodde)","2012",46112
"Vest-Agder","Enebolig","Boliger (bebodde og ubebodde)","2013",46570
"Vest-Agder","Enebolig","Boliger (bebodde og ubebodde)","2014",46902
"Vest-Agder","Enebolig","Boliger (bebodde og ubebodde)","2015",47161
"Vest-Agder","Enebolig","Boliger (bebodde og ubebodde)","2016",47370
"Vest-Agder","Enebolig","Boliger (bebodde og ubebodde)","2017",47453
"Vest-Agder","Enebolig","Boliger (bebodde og ubebodde)","2018",47723
"Vest-Agder","Enebolig","Boliger (bebodde og ubebodde)","2019",47998
"Vest-Agder","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2006",9166
"Vest-Agder","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2007",9445
"Vest-Agder","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2008",9620
"Vest-Agder","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2009",9904
"Vest-Agder","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2010",10090
"Vest-Agder","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2011",10363
"Vest-Agder","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2012",10546
"Vest-Agder","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2013",11040
"Vest-Agder","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2014",11175
"Vest-Agder","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2015",11342
"Vest-Agder","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2016",11452
"Vest-Agder","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2017",11577
"Vest-Agder","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2018",11714
"Vest-Agder","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2019",11818
"Vest-Agder","Tomannsbolig","Boliger (bebodde og ubebodde)","2006",5642
"Vest-Agder","Tomannsbolig","Boliger (bebodde og ubebodde)","2007",5978
"Vest-Agder","Tomannsbolig","Boliger (bebodde og ubebodde)","2008",6228
"Vest-Agder","Tomannsbolig","Boliger (bebodde og ubebodde)","2009",6399
"Vest-Agder","Tomannsbolig","Boliger (bebodde og ubebodde)","2010",6541
"Vest-Agder","Tomannsbolig","Boliger (bebodde og ubebodde)","2011",6794
"Vest-Agder","Tomannsbolig","Boliger (bebodde og ubebodde)","2012",6850
"Vest-Agder","Tomannsbolig","Boliger (bebodde og ubebodde)","2013",7062
"Vest-Agder","Tomannsbolig","Boliger (bebodde og ubebodde)","2014",7147
"Vest-Agder","Tomannsbolig","Boliger (bebodde og ubebodde)","2015",7218
"Vest-Agder","Tomannsbolig","Boliger (bebodde og ubebodde)","2016",7299
"Vest-Agder","Tomannsbolig","Boliger (bebodde og ubebodde)","2017",7458
