"region","bygningstype","statistikkvariabel","år","value"
"Akershus","Andre bygningstyper","Boliger (bebodde og ubebodde)","2006",5615
"Akershus","Andre bygningstyper","Boliger (bebodde og ubebodde)","2007",5625
"Akershus","Andre bygningstyper","Boliger (bebodde og ubebodde)","2008",5792
"Akershus","Andre bygningstyper","Boliger (bebodde og ubebodde)","2009",5813
"Akershus","Andre bygningstyper","Boliger (bebodde og ubebodde)","2010",6427
"Akershus","Andre bygningstyper","Boliger (bebodde og ubebodde)","2011",6270
"Akershus","Andre bygningstyper","Boliger (bebodde og ubebodde)","2012",6524
"Akershus","Andre bygningstyper","Boliger (bebodde og ubebodde)","2013",6459
"Akershus","Andre bygningstyper","Boliger (bebodde og ubebodde)","2014",6405
"Akershus","Andre bygningstyper","Boliger (bebodde og ubebodde)","2015",6398
"Akershus","Andre bygningstyper","Boliger (bebodde og ubebodde)","2016",6553
"Akershus","Andre bygningstyper","Boliger (bebodde og ubebodde)","2017",7076
"Akershus","Andre bygningstyper","Boliger (bebodde og ubebodde)","2018",7399
"Akershus","Andre bygningstyper","Boliger (bebodde og ubebodde)","2019",7548
"Akershus","Boligblokk","Boliger (bebodde og ubebodde)","2006",36246
"Akershus","Boligblokk","Boliger (bebodde og ubebodde)","2007",38571
"Akershus","Boligblokk","Boliger (bebodde og ubebodde)","2008",41362
"Akershus","Boligblokk","Boliger (bebodde og ubebodde)","2009",43505
"Akershus","Boligblokk","Boliger (bebodde og ubebodde)","2010",44564
"Akershus","Boligblokk","Boliger (bebodde og ubebodde)","2011",45979
"Akershus","Boligblokk","Boliger (bebodde og ubebodde)","2012",47018
"Akershus","Boligblokk","Boliger (bebodde og ubebodde)","2013",49200
"Akershus","Boligblokk","Boliger (bebodde og ubebodde)","2014",51431
"Akershus","Boligblokk","Boliger (bebodde og ubebodde)","2015",53191
"Akershus","Boligblokk","Boliger (bebodde og ubebodde)","2016",55054
"Akershus","Boligblokk","Boliger (bebodde og ubebodde)","2017",56770
"Akershus","Boligblokk","Boliger (bebodde og ubebodde)","2018",59280
"Akershus","Boligblokk","Boliger (bebodde og ubebodde)","2019",62632
"Akershus","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2006",2070
"Akershus","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2007",1699
"Akershus","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2008",1761
"Akershus","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2009",1844
"Akershus","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2010",1960
"Akershus","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2011",2007
"Akershus","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2012",2156
"Akershus","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2013",2334
"Akershus","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2014",2623
"Akershus","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2015",3073
"Akershus","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2016",3092
"Akershus","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2017",3046
"Akershus","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2018",3824
"Akershus","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2019",3886
"Akershus","Enebolig","Boliger (bebodde og ubebodde)","2006",107118
"Akershus","Enebolig","Boliger (bebodde og ubebodde)","2007",107820
"Akershus","Enebolig","Boliger (bebodde og ubebodde)","2008",108889
"Akershus","Enebolig","Boliger (bebodde og ubebodde)","2009",109951
"Akershus","Enebolig","Boliger (bebodde og ubebodde)","2010",111187
"Akershus","Enebolig","Boliger (bebodde og ubebodde)","2011",111786
"Akershus","Enebolig","Boliger (bebodde og ubebodde)","2012",113151
"Akershus","Enebolig","Boliger (bebodde og ubebodde)","2013",114138
"Akershus","Enebolig","Boliger (bebodde og ubebodde)","2014",115091
"Akershus","Enebolig","Boliger (bebodde og ubebodde)","2015",115978
"Akershus","Enebolig","Boliger (bebodde og ubebodde)","2016",116762
"Akershus","Enebolig","Boliger (bebodde og ubebodde)","2017",117643
"Akershus","Enebolig","Boliger (bebodde og ubebodde)","2018",118463
"Akershus","Enebolig","Boliger (bebodde og ubebodde)","2019",119243
"Akershus","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2006",35722
"Akershus","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2007",36308
"Akershus","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2008",36781
"Akershus","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2009",37193
"Akershus","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2010",37631
"Akershus","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2011",37829
"Akershus","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2012",38167
"Akershus","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2013",38688
"Akershus","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2014",39183
"Akershus","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2015",39312
"Akershus","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2016",39732
"Akershus","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2017",40603
"Akershus","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2018",41422
"Akershus","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2019",42234
"Akershus","Tomannsbolig","Boliger (bebodde og ubebodde)","2006",23238
"Akershus","Tomannsbolig","Boliger (bebodde og ubebodde)","2007",23583
"Akershus","Tomannsbolig","Boliger (bebodde og ubebodde)","2008",23992
"Akershus","Tomannsbolig","Boliger (bebodde og ubebodde)","2009",24274
"Akershus","Tomannsbolig","Boliger (bebodde og ubebodde)","2010",24528
"Akershus","Tomannsbolig","Boliger (bebodde og ubebodde)","2011",24838
"Akershus","Tomannsbolig","Boliger (bebodde og ubebodde)","2012",24939
"Akershus","Tomannsbolig","Boliger (bebodde og ubebodde)","2013",25227
"Akershus","Tomannsbolig","Boliger (bebodde og ubebodde)","2014",25477
"Akershus","Tomannsbolig","Boliger (bebodde og ubebodde)","2015",25788
"Akershus","Tomannsbolig","Boliger (bebodde og ubebodde)","2016",26107
"Akershus","Tomannsbolig","Boliger (bebodde og ubebodde)","2017",26394
"Akershus","Tomannsbolig","Boliger (bebodde og ubebodde)","2018",26770
"Akershus","Tomannsbolig","Boliger (bebodde og ubebodde)","2019",27161
"Aust-Agder","Andre bygningstyper","Boliger (bebodde og ubebodde)","2006",1577
"Aust-Agder","Andre bygningstyper","Boliger (bebodde og ubebodde)","2007",1606
"Aust-Agder","Andre bygningstyper","Boliger (bebodde og ubebodde)","2008",1635
"Aust-Agder","Andre bygningstyper","Boliger (bebodde og ubebodde)","2009",1674
"Aust-Agder","Andre bygningstyper","Boliger (bebodde og ubebodde)","2010",1725
"Aust-Agder","Andre bygningstyper","Boliger (bebodde og ubebodde)","2011",1887
"Aust-Agder","Andre bygningstyper","Boliger (bebodde og ubebodde)","2012",2069
"Aust-Agder","Andre bygningstyper","Boliger (bebodde og ubebodde)","2013",2217
"Aust-Agder","Andre bygningstyper","Boliger (bebodde og ubebodde)","2014",2215
"Aust-Agder","Andre bygningstyper","Boliger (bebodde og ubebodde)","2015",2319
"Aust-Agder","Andre bygningstyper","Boliger (bebodde og ubebodde)","2016",2400
"Aust-Agder","Andre bygningstyper","Boliger (bebodde og ubebodde)","2017",2465
"Aust-Agder","Andre bygningstyper","Boliger (bebodde og ubebodde)","2018",2553
"Aust-Agder","Andre bygningstyper","Boliger (bebodde og ubebodde)","2019",2668
"Aust-Agder","Boligblokk","Boliger (bebodde og ubebodde)","2006",2096
"Aust-Agder","Boligblokk","Boliger (bebodde og ubebodde)","2007",2222
"Aust-Agder","Boligblokk","Boliger (bebodde og ubebodde)","2008",2426
"Aust-Agder","Boligblokk","Boliger (bebodde og ubebodde)","2009",2642
"Aust-Agder","Boligblokk","Boliger (bebodde og ubebodde)","2010",2804
"Aust-Agder","Boligblokk","Boliger (bebodde og ubebodde)","2011",2972
"Aust-Agder","Boligblokk","Boliger (bebodde og ubebodde)","2012",3285
"Aust-Agder","Boligblokk","Boliger (bebodde og ubebodde)","2013",3513
"Aust-Agder","Boligblokk","Boliger (bebodde og ubebodde)","2014",3626
"Aust-Agder","Boligblokk","Boliger (bebodde og ubebodde)","2015",3902
"Aust-Agder","Boligblokk","Boliger (bebodde og ubebodde)","2016",4061
"Aust-Agder","Boligblokk","Boliger (bebodde og ubebodde)","2017",4340
"Aust-Agder","Boligblokk","Boliger (bebodde og ubebodde)","2018",4701
"Aust-Agder","Boligblokk","Boliger (bebodde og ubebodde)","2019",4988
"Aust-Agder","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2006",1203
"Aust-Agder","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2007",1259
"Aust-Agder","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2008",1292
"Aust-Agder","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2009",1244
"Aust-Agder","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2010",1230
"Aust-Agder","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2011",1451
"Aust-Agder","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2012",1468
"Aust-Agder","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2013",1518
"Aust-Agder","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2014",1506
"Aust-Agder","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2015",1520
"Aust-Agder","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2016",1526
"Aust-Agder","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2017",1490
"Aust-Agder","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2018",1491
"Aust-Agder","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2019",1494
"Aust-Agder","Enebolig","Boliger (bebodde og ubebodde)","2006",38152
"Aust-Agder","Enebolig","Boliger (bebodde og ubebodde)","2007",38342
"Aust-Agder","Enebolig","Boliger (bebodde og ubebodde)","2008",38683
"Aust-Agder","Enebolig","Boliger (bebodde og ubebodde)","2009",38824
"Aust-Agder","Enebolig","Boliger (bebodde og ubebodde)","2010",39220
"Aust-Agder","Enebolig","Boliger (bebodde og ubebodde)","2011",39478
"Aust-Agder","Enebolig","Boliger (bebodde og ubebodde)","2012",39813
"Aust-Agder","Enebolig","Boliger (bebodde og ubebodde)","2013",40125
"Aust-Agder","Enebolig","Boliger (bebodde og ubebodde)","2014",40303
"Aust-Agder","Enebolig","Boliger (bebodde og ubebodde)","2015",40391
"Aust-Agder","Enebolig","Boliger (bebodde og ubebodde)","2016",40637
"Aust-Agder","Enebolig","Boliger (bebodde og ubebodde)","2017",40868
"Aust-Agder","Enebolig","Boliger (bebodde og ubebodde)","2018",41018
"Aust-Agder","Enebolig","Boliger (bebodde og ubebodde)","2019",41196
"Aust-Agder","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2006",3113
"Aust-Agder","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2007",3228
"Aust-Agder","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2008",3384
"Aust-Agder","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2009",3568
"Aust-Agder","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2010",3715
"Aust-Agder","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2011",3861
"Aust-Agder","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2012",3944
"Aust-Agder","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2013",4097
"Aust-Agder","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2014",4169
"Aust-Agder","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2015",4317
"Aust-Agder","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2016",4466
"Aust-Agder","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2017",4629
"Aust-Agder","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2018",4788
"Aust-Agder","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2019",4934
"Aust-Agder","Tomannsbolig","Boliger (bebodde og ubebodde)","2006",2501
"Aust-Agder","Tomannsbolig","Boliger (bebodde og ubebodde)","2007",2559
"Aust-Agder","Tomannsbolig","Boliger (bebodde og ubebodde)","2008",2649
"Aust-Agder","Tomannsbolig","Boliger (bebodde og ubebodde)","2009",2712
"Aust-Agder","Tomannsbolig","Boliger (bebodde og ubebodde)","2010",2739
"Aust-Agder","Tomannsbolig","Boliger (bebodde og ubebodde)","2011",2820
"Aust-Agder","Tomannsbolig","Boliger (bebodde og ubebodde)","2012",2876
"Aust-Agder","Tomannsbolig","Boliger (bebodde og ubebodde)","2013",2971
"Aust-Agder","Tomannsbolig","Boliger (bebodde og ubebodde)","2014",3081
"Aust-Agder","Tomannsbolig","Boliger (bebodde og ubebodde)","2015",3095
"Aust-Agder","Tomannsbolig","Boliger (bebodde og ubebodde)","2016",3166
"Aust-Agder","Tomannsbolig","Boliger (bebodde og ubebodde)","2017",3259
"Aust-Agder","Tomannsbolig","Boliger (bebodde og ubebodde)","2018",3322
"Aust-Agder","Tomannsbolig","Boliger (bebodde og ubebodde)","2019",3367
"Buskerud","Andre bygningstyper","Boliger (bebodde og ubebodde)","2006",3907
"Buskerud","Andre bygningstyper","Boliger (bebodde og ubebodde)","2007",3781
"Buskerud","Andre bygningstyper","Boliger (bebodde og ubebodde)","2008",3628
"Buskerud","Andre bygningstyper","Boliger (bebodde og ubebodde)","2009",3614
"Buskerud","Andre bygningstyper","Boliger (bebodde og ubebodde)","2010",3520
"Buskerud","Andre bygningstyper","Boliger (bebodde og ubebodde)","2011",3463
"Buskerud","Andre bygningstyper","Boliger (bebodde og ubebodde)","2012",3667
"Buskerud","Andre bygningstyper","Boliger (bebodde og ubebodde)","2013",3732
"Buskerud","Andre bygningstyper","Boliger (bebodde og ubebodde)","2014",3873
"Buskerud","Andre bygningstyper","Boliger (bebodde og ubebodde)","2015",3997
"Buskerud","Andre bygningstyper","Boliger (bebodde og ubebodde)","2016",3976
"Buskerud","Andre bygningstyper","Boliger (bebodde og ubebodde)","2017",4061
"Buskerud","Andre bygningstyper","Boliger (bebodde og ubebodde)","2018",4058
"Buskerud","Andre bygningstyper","Boliger (bebodde og ubebodde)","2019",4072
"Buskerud","Boligblokk","Boliger (bebodde og ubebodde)","2006",15171
"Buskerud","Boligblokk","Boliger (bebodde og ubebodde)","2007",16203
"Buskerud","Boligblokk","Boliger (bebodde og ubebodde)","2008",17558
"Buskerud","Boligblokk","Boliger (bebodde og ubebodde)","2009",18217
"Buskerud","Boligblokk","Boliger (bebodde og ubebodde)","2010",18564
"Buskerud","Boligblokk","Boliger (bebodde og ubebodde)","2011",18906
"Buskerud","Boligblokk","Boliger (bebodde og ubebodde)","2012",19373
"Buskerud","Boligblokk","Boliger (bebodde og ubebodde)","2013",20032
"Buskerud","Boligblokk","Boliger (bebodde og ubebodde)","2014",20402
"Buskerud","Boligblokk","Boliger (bebodde og ubebodde)","2015",20697
"Buskerud","Boligblokk","Boliger (bebodde og ubebodde)","2016",21093
"Buskerud","Boligblokk","Boliger (bebodde og ubebodde)","2017",21706
"Buskerud","Boligblokk","Boliger (bebodde og ubebodde)","2018",22360
"Buskerud","Boligblokk","Boliger (bebodde og ubebodde)","2019",23215
"Buskerud","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2006",1658
"Buskerud","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2007",1677
"Buskerud","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2008",1761
"Buskerud","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2009",1820
"Buskerud","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2010",1926
"Buskerud","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2011",1929
"Buskerud","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2012",1962
"Buskerud","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2013",1975
"Buskerud","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2014",1987
"Buskerud","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2015",1996
"Buskerud","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2016",2037
"Buskerud","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2017",2231
"Buskerud","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2018",2400
"Buskerud","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2019",2364
"Buskerud","Enebolig","Boliger (bebodde og ubebodde)","2006",70796
"Buskerud","Enebolig","Boliger (bebodde og ubebodde)","2007",71123
"Buskerud","Enebolig","Boliger (bebodde og ubebodde)","2008",71169
"Buskerud","Enebolig","Boliger (bebodde og ubebodde)","2009",70894
"Buskerud","Enebolig","Boliger (bebodde og ubebodde)","2010",71433
"Buskerud","Enebolig","Boliger (bebodde og ubebodde)","2011",71787
"Buskerud","Enebolig","Boliger (bebodde og ubebodde)","2012",72080
"Buskerud","Enebolig","Boliger (bebodde og ubebodde)","2013",72482
"Buskerud","Enebolig","Boliger (bebodde og ubebodde)","2014",73005
"Buskerud","Enebolig","Boliger (bebodde og ubebodde)","2015",73466
"Buskerud","Enebolig","Boliger (bebodde og ubebodde)","2016",73861
"Buskerud","Enebolig","Boliger (bebodde og ubebodde)","2017",74201
"Buskerud","Enebolig","Boliger (bebodde og ubebodde)","2018",74642
"Buskerud","Enebolig","Boliger (bebodde og ubebodde)","2019",75084
"Buskerud","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2006",12059
"Buskerud","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2007",12227
"Buskerud","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2008",12539
"Buskerud","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2009",12651
"Buskerud","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2010",12973
"Buskerud","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2011",13114
"Buskerud","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2012",13263
"Buskerud","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2013",13803
"Buskerud","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2014",13688
"Buskerud","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2015",13862
"Buskerud","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2016",14069
"Buskerud","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2017",14305
"Buskerud","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2018",14669
"Buskerud","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2019",15109
"Buskerud","Tomannsbolig","Boliger (bebodde og ubebodde)","2006",12344
"Buskerud","Tomannsbolig","Boliger (bebodde og ubebodde)","2007",12476
"Buskerud","Tomannsbolig","Boliger (bebodde og ubebodde)","2008",12647
"Buskerud","Tomannsbolig","Boliger (bebodde og ubebodde)","2009",12714
"Buskerud","Tomannsbolig","Boliger (bebodde og ubebodde)","2010",12795
"Buskerud","Tomannsbolig","Boliger (bebodde og ubebodde)","2011",12957
"Buskerud","Tomannsbolig","Boliger (bebodde og ubebodde)","2012",13065
"Buskerud","Tomannsbolig","Boliger (bebodde og ubebodde)","2013",13175
"Buskerud","Tomannsbolig","Boliger (bebodde og ubebodde)","2014",13329
"Buskerud","Tomannsbolig","Boliger (bebodde og ubebodde)","2015",13471
"Buskerud","Tomannsbolig","Boliger (bebodde og ubebodde)","2016",13586
"Buskerud","Tomannsbolig","Boliger (bebodde og ubebodde)","2017",13756
"Buskerud","Tomannsbolig","Boliger (bebodde og ubebodde)","2018",13942
"Buskerud","Tomannsbolig","Boliger (bebodde og ubebodde)","2019",14099
"Finnmark - Finnmárku","Andre bygningstyper","Boliger (bebodde og ubebodde)","2006",1442
"Finnmark - Finnmárku","Andre bygningstyper","Boliger (bebodde og ubebodde)","2007",1471
"Finnmark - Finnmárku","Andre bygningstyper","Boliger (bebodde og ubebodde)","2008",1453
"Finnmark - Finnmárku","Andre bygningstyper","Boliger (bebodde og ubebodde)","2009",1457
"Finnmark - Finnmárku","Andre bygningstyper","Boliger (bebodde og ubebodde)","2010",1475
"Finnmark - Finnmárku","Andre bygningstyper","Boliger (bebodde og ubebodde)","2011",1472
"Finnmark - Finnmárku","Andre bygningstyper","Boliger (bebodde og ubebodde)","2012",1685
"Finnmark - Finnmárku","Andre bygningstyper","Boliger (bebodde og ubebodde)","2013",1748
"Finnmark - Finnmárku","Andre bygningstyper","Boliger (bebodde og ubebodde)","2014",1631
"Finnmark - Finnmárku","Andre bygningstyper","Boliger (bebodde og ubebodde)","2015",1589
"Finnmark - Finnmárku","Andre bygningstyper","Boliger (bebodde og ubebodde)","2016",1597
"Finnmark - Finnmárku","Andre bygningstyper","Boliger (bebodde og ubebodde)","2017",1664
"Finnmark - Finnmárku","Andre bygningstyper","Boliger (bebodde og ubebodde)","2018",1725
"Finnmark - Finnmárku","Andre bygningstyper","Boliger (bebodde og ubebodde)","2019",1764
"Finnmark - Finnmárku","Boligblokk","Boliger (bebodde og ubebodde)","2006",1848
"Finnmark - Finnmárku","Boligblokk","Boliger (bebodde og ubebodde)","2007",1906
"Finnmark - Finnmárku","Boligblokk","Boliger (bebodde og ubebodde)","2008",2105
"Finnmark - Finnmárku","Boligblokk","Boliger (bebodde og ubebodde)","2009",2308
"Finnmark - Finnmárku","Boligblokk","Boliger (bebodde og ubebodde)","2010",2327
"Finnmark - Finnmárku","Boligblokk","Boliger (bebodde og ubebodde)","2011",2368
"Finnmark - Finnmárku","Boligblokk","Boliger (bebodde og ubebodde)","2012",2440
"Finnmark - Finnmárku","Boligblokk","Boliger (bebodde og ubebodde)","2013",2496
"Finnmark - Finnmárku","Boligblokk","Boliger (bebodde og ubebodde)","2014",2562
"Finnmark - Finnmárku","Boligblokk","Boliger (bebodde og ubebodde)","2015",2741
"Finnmark - Finnmárku","Boligblokk","Boliger (bebodde og ubebodde)","2016",2811
"Finnmark - Finnmárku","Boligblokk","Boliger (bebodde og ubebodde)","2017",2873
"Finnmark - Finnmárku","Boligblokk","Boliger (bebodde og ubebodde)","2018",2888
"Finnmark - Finnmárku","Boligblokk","Boliger (bebodde og ubebodde)","2019",2920
"Finnmark - Finnmárku","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2006",1375
"Finnmark - Finnmárku","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2007",1392
"Finnmark - Finnmárku","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2008",1356
"Finnmark - Finnmárku","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2009",1359
"Finnmark - Finnmárku","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2010",1370
"Finnmark - Finnmárku","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2011",1371
"Finnmark - Finnmárku","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2012",1500
"Finnmark - Finnmárku","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2013",1452
"Finnmark - Finnmárku","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2014",1482
"Finnmark - Finnmárku","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2015",1492
"Finnmark - Finnmárku","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2016",1634
"Finnmark - Finnmárku","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2017",1670
"Finnmark - Finnmárku","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2018",1703
"Finnmark - Finnmárku","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2019",1725
"Finnmark - Finnmárku","Enebolig","Boliger (bebodde og ubebodde)","2006",23705
"Finnmark - Finnmárku","Enebolig","Boliger (bebodde og ubebodde)","2007",23787
"Finnmark - Finnmárku","Enebolig","Boliger (bebodde og ubebodde)","2008",23908
"Finnmark - Finnmárku","Enebolig","Boliger (bebodde og ubebodde)","2009",23953
"Finnmark - Finnmárku","Enebolig","Boliger (bebodde og ubebodde)","2010",24075
"Finnmark - Finnmárku","Enebolig","Boliger (bebodde og ubebodde)","2011",24133
"Finnmark - Finnmárku","Enebolig","Boliger (bebodde og ubebodde)","2012",24249
"Finnmark - Finnmárku","Enebolig","Boliger (bebodde og ubebodde)","2013",24368
"Finnmark - Finnmárku","Enebolig","Boliger (bebodde og ubebodde)","2014",24457
"Finnmark - Finnmárku","Enebolig","Boliger (bebodde og ubebodde)","2015",24582
"Finnmark - Finnmárku","Enebolig","Boliger (bebodde og ubebodde)","2016",24681
"Finnmark - Finnmárku","Enebolig","Boliger (bebodde og ubebodde)","2017",24802
"Finnmark - Finnmárku","Enebolig","Boliger (bebodde og ubebodde)","2018",24948
"Finnmark - Finnmárku","Enebolig","Boliger (bebodde og ubebodde)","2019",25058
"Finnmark - Finnmárku","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2006",4031
"Finnmark - Finnmárku","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2007",4049
"Finnmark - Finnmárku","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2008",4180
"Finnmark - Finnmárku","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2009",4225
"Finnmark - Finnmárku","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2010",4238
"Finnmark - Finnmárku","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2011",4271
"Finnmark - Finnmárku","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2012",4338
"Finnmark - Finnmárku","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2013",4411
"Finnmark - Finnmárku","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2014",4462
"Finnmark - Finnmárku","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2015",4477
"Finnmark - Finnmárku","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2016",4530
"Finnmark - Finnmárku","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2017",4586
"Finnmark - Finnmárku","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2018",4693
"Finnmark - Finnmárku","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2019",4783
"Finnmark - Finnmárku","Tomannsbolig","Boliger (bebodde og ubebodde)","2006",4329
"Finnmark - Finnmárku","Tomannsbolig","Boliger (bebodde og ubebodde)","2007",4353
"Finnmark - Finnmárku","Tomannsbolig","Boliger (bebodde og ubebodde)","2008",4390
"Finnmark - Finnmárku","Tomannsbolig","Boliger (bebodde og ubebodde)","2009",4357
"Finnmark - Finnmárku","Tomannsbolig","Boliger (bebodde og ubebodde)","2010",4361
"Finnmark - Finnmárku","Tomannsbolig","Boliger (bebodde og ubebodde)","2011",4353
"Finnmark - Finnmárku","Tomannsbolig","Boliger (bebodde og ubebodde)","2012",4378
